Словникова форма,част. мови,абс. частота,відн. частота
місцевий,прикм.,4 174,9
крикнути,діє. д.в.,4 169,9
нація,ім.,4 166,9
прошепотіти,діє. д.в.,4 159,9
космічний,прикм.,4 159,9
командир,ім.,4 153,9
втекти,діє. д.в.,4 146,9
прекрасний,прикм.,4 144,9
письменник,ім.,4 144,9
культура,ім.,4 141,9
внутрішній,прикм.,4 134,9
е,вигук,4 132,9
інформація,ім.,4 129,9
найкращий,прикм.,4 128,9
бодай,частка,4 121,9
маса,ім.,4 107,9
брова,ім.,4 102,9
прізвище,ім.,4 101,9
сторона,ім.,4 093,9
стежка,ім.,4 091,9
директор,ім.,4 084,9
подвір'я,ім.,4 083,9
причина,ім.,4 073,9
бувати,діє. н.в.,4 073,9
жертва,ім.,4 070,9
потреба,ім.,4 067,9
кликати,діє. н.в.,4 066,9
з'являтися,діє. н.в.,4 060,9
Олена,ім.,4 053,9
прибути,діє. д.в.,4 046,9
долина,ім.,4 043,9
тема,ім.,4 034,9
ріка,ім.,4 027,9
меч,ім.,4 018,9
вище,присл.,4 013,9
витримати,діє. д.в.,4 013,9
зауважити,діє. д.в.,4 010,9
найбільше,присл.,4 007,9
посеред,прийм.,3 995,9
поет,ім.,3 993,9
номер,ім.,3 986,9
Катерина,ім.,3 986,9
спостерігати,діє. н.в.,3 983,9
страх,ім.,3 982,9
прямо,присл.,3 981,9
горе,ім.,3 979,9
спокійний,прикм.,3 977,9
приймати,діє. н.в.,3 977,9
дрібний,прикм.,3 975,9
пісня,ім.,3 974,9
спільний,прикм.,3 973,9
вниз,присл.,3 968,9
розказати,діє. д.в.,3 965,9
очевидно,присл.,3 964,9
доводитися,діє. н.в.,3 962,9
Сергій,ім.,3 961,9
повинен,прикм.,3 958,9
багато,кіл. числ.,3 947,9
Григорій,ім.,3 943,9
піднятися,діє. д.в.,3 938,9
хрест,ім.,3 938,9
принаймні,присл.,3 937,9
революція,ім.,3 930,9
тридцять,кіл. числ.,3 930,9
завдання,ім.,3 930,9
донька,ім.,3 928,9
стілець,ім.,3 928,9
знання,ім.,3 926,9
дізнатися,діє. д.в.,3 925,9
зрозуміло,присл.,3 921,9
діяти,діє. н.в.,3 914,9
врешті,присл.,3 913,9
запропонувати,діє. д.в.,3 908,9
століття,ім.,3 906,9
океан,ім.,3 905,9
помічати,діє. н.в.,3 904,9
обернутися,діє. д.в.,3 902,9
ясний,прикм.,3 901,9
свобода,ім.,3 890,9
піч,ім.,3 890,9
процес,ім.,3 888,9
історичний,прикм.,3 885,9
вранці,присл.,3 879,9
усмішка,ім.,3 877,9
поза,прийм.,3 863,9
горілка,ім.,3 862,9
самий,займ.,3 861,9
залізний,прикм.,3 855,9
руський,прикм.,3 845,9
жарт,ім.,3 845,9
значення,ім.,3 844,9
допомагати,діє. н.в.,3 844,9
махнути,діє. д.в.,3 843,9
тяжко,присл.,3 843,9
сучасний,прикм.,3 842,9
пізно,присл.,3 839,9
назустріч,присл.,3 835,9
водночас,присл.,3 831,9
наближатися,діє. н.в.,3 830,9
стріляти,діє. н.в.,3 829,9
отець,ім.,3 826,9
екран,ім.,3 823,9
варто,присудкове слово,3 819,9
напевно,присл.,3 811,9
повідомити,діє. д.в.,3 800,9
мільйон,ім.,3 790,9
тато,ім.,3 789,9
закінчити,діє. д.в.,3 787,9
президент,ім.,3 786,9
починатися,діє. д.в.,3 786,9
мозок,ім.,3 775,9
відчуття,ім.,3 771,9
заговорити,діє. д.в.,3 770,9
служити,діє. н.в.,3 770,9
умова,ім.,3 768,9
світовий,прикм.,3 759,9
найбільший,прикм.,3 758,9
загін,ім.,3 758,9
голосно,присл.,3 755,9
пахнути,діє. н.в.,3 753,9
люд,ім.,3 751,9
майор,ім.,3 748,9
секунда,ім.,3 744,9
піт,ім.,3 740,9
ховатися,діє. н.в.,3 739,9
література,ім.,3 736,9
татарин,ім.,3 734,9
настрій,ім.,3 720,9
палац,ім.,3 719,9
підвести,діє. д.в.,3 718,9
дійсно,присл.,3 711,9
міра,ім.,3 691,9
посміхатися,діє. н.в.,3 689,9
німець,ім.,3 675,9
чудовий,прикм.,3 675,9
хвіст,ім.,3 670,9
звернути,діє. д.в.,3 670,9
загальний,прикм.,3 669,9
щиро,присл.,3 667,9
станція,ім.,3 665,9
кам'яний,прикм.,3 665,9
щось,займ.,3 662,9
Ісус,ім.,3 659,9
мука,ім.,3 659,9
закричати,діє. д.в.,3 656,9
повз,прийм.,3 654,9
людство,ім.,3 652,9
виконувати,діє. н.в.,3 645,9
тремтіти,діє. н.в.,3 641,9
Польща,ім.,3 640,9
небезпека,ім.,3 638,9
вдома,присл.,3 637,9
камера,ім.,3 637,9
отримати,діє. д.в.,3 635,9
телефон,ім.,3 635,9
м'який,прикм.,3 634,9
дитинство,ім.,3 632,9
Марта,ім.,3 632,9
горло,ім.,3 628,9
дія,ім.,3 626,9
створити,діє. д.в.,3 625,9
поверхня,ім.,3 622,9
ключ,ім.,3 620,9
ах,вигук,3 619,9
скрізь,присл.,3 607,9
збирати,діє. н.в.,3 600,9
перемога,ім.,3 595,9
кулак,ім.,3 590,9
штани,ім.,3 590,9
свічка,ім.,3 583,9
шия,ім.,3 578,9
отаман,ім.,3 574,9
гарно,присл.,3 567,9
міцно,присл.,3 567,9
казка,ім.,3 565,9
байдуже,присл.,3 565,9
здоровий,прикм.,3 564,9
зірка,ім.,3 563,9
зайвий,прикм.,3 563,9
пригода,ім.,3 563,9
автор,ім.,3 559,9
дно,ім.,3 554,9
звати,діє. н.в.,3 553,9
Віктор,ім.,3 548,9
храм,ім.,3 544,9
озирнутися,діє. д.в.,3 537,9
дерев'яний,прикм.,3 536,9
кава,ім.,3 536,9
правий,прикм.,3 531,9
скинути,діє. д.в.,3 530,9
погано,присл.,3 526,9
прислухатися,діє. н.в.,3 525,9
четвертий,пор. числ.,3 512,9
відбутися,діє. д.в.,3 511,9
повторити,діє. д.в.,3 510,9
листя,ім.,3 510,9
рухатися,діє. н.в.,3 509,9
зупинити,діє. д.в.,3 509,9
документ,ім.,3 499,9
боліти,діє. н.в.,3 488,9
воля,ім.,3 488,9
краса,ім.,3 486,9
прозорий,прикм.,3 484,9
літак,ім.,3 478,9
упасти,діє. д.в.,3 469,9
п'яний,прикм.,3 469,9
доба,ім.,3 469,9
зустрітися,діє. д.в.,3 467,9
натовп,ім.,3 466,9
народитися,діє. д.в.,3 463,9
район,ім.,3 462,9
фронт,ім.,3 459,9
срібний,прикм.,3 453,9
дехто,займ.,3 452,9
заснути,діє. д.в.,3 450,9
воєвода,ім.,3 448,9
поляк,ім.,3 445,9
бабуся,ім.,3 444,9
довести,діє. д.в.,3 443,9
джерело,ім.,3 443,9
квітка,ім.,3 441,9
сім'я,ім.,3 439,9
забувати,діє. н.в.,3 433,9
пильно,присл.,3 431,9
захотіти,діє. д.в.,3 422,9
тривога,ім.,3 419,9
воїн,ім.,3 419,9
сусідній,прикм.,3 407,9
ніде,присл.,3 404,9
зійти,діє. д.в.,3 395,9
вид,ім.,3 395,9
печера,ім.,3 392,9
вузький,прикм.,3 389,9
знищити,діє. д.в.,3 387,9
зима,ім.,3 386,9
велетенський,прикм.,3 382,9
робитися,діє. н.в.,3 381,9
нещасний,прикм.,3 379,9
весна,ім.,3 374,9
врятувати,діє. д.в.,3 373,9
близький,прикм.,3 373,9
сумно,присл.,3 371,9
територія,ім.,3 369,9
синій,прикм.,3 369,9
удар,ім.,3 369,9
важливий,прикм.,3 365,9
послухати,діє. д.в.,3 348,9
кілометр,ім.,3 342,9
мокрий,прикм.,3 338,9
чай,ім.,3 338,9
небесний,прикм.,3 327,9
зібрати,діє. д.в.,3 326,9
чимало,присл.,3 325,9
несподіваний,прикм.,3 323,9
лінія,ім.,3 322,9
зникати,діє. н.в.,3 318,9
Європа,ім.,3 317,9
вуста,ім.,3 317,9
скласти,діє. д.в.,3 314,9
брама,ім.,3 312,9
учень,ім.,3 310,9
бігати,діє. н.в.,3 310,9
спасибі,вигук,3 302,9
науковий,прикм.,3 301,9
студент,ім.,3 300,9
поговорити,діє. д.в.,3 294,9
окрім,прийм.,3 293,9
перше,присл.,3 292,9
молитися,діє. н.в.,3 289,9
замовкнути,діє. д.в.,3 288,9
характер,ім.,3 285,9
вірний,прикм.,3 281,9
блідий,прикм.,3 280,9
ховати,діє. н.в.,3 278,9
кордон,ім.,3 276,9
ох,вигук,3 275,9
обставина,ім.,3 274,9
займатися,діє. н.в.,3 272,9
відмовитися,діє. д.в.,3 271,9
зненацька,присл.,3 270,9
довідатися,діє. д.в.,3 270,9
змінитися,діє. д.в.,3 269,9
купа,ім.,3 268,9
глибоко,присл.,3 267,9
блискучий,прикм.,3 265,9
назва,ім.,3 263,9
пригадати,діє. д.в.,3 262,9
голод,ім.,3 260,9
більшість,ім.,3 259,9
княжий,прикм.,3 257,9
апарат,ім.,3 254,9
оскільки,спол.,3 252,9
здоров'я,ім.,3 248,9
рана,ім.,3 244,9
знаходити,діє. н.в.,3 237,9
одначе,присл.,3 233,9
сільський,прикм.,3 232,9
молитва,ім.,3 230,9
спогад,ім.,3 229,9
становище,ім.,3 223,9
радісно,присл.,3 222,9
кіт,ім.,3 217,9
прагнути,діє. н.в.,3 208,9
нагода,ім.,3 206,9
жид,ім.,3 204,9
глухий,прикм.,3 203,9
вус,ім.,3 203,9
дістатися,діє. д.в.,3 201,9
зо,прийм.,3 199,9
бойовий,прикм.,3 197,9
інститут,ім.,3 197,9
всесвіт,ім.,3 195,9
лівий,прикм.,3 191,9
посмішка,ім.,3 188,9
цілувати,діє. н.в.,3 187,9
вчитися,діє. н.в.,3 180,9
стежити,діє. н.в.,3 174,9
холод,ім.,3 173,9
входити,діє. н.в.,3 171,9
обов'язок,ім.,3 165,9
траплятися,діє. н.в.,3 164,9
чийсь,займ.,3 164,9
ряд,ім.,3 161,9
імперія,ім.,3 159,9
віз,ім.,3 158,9
називатися,діє. н.в.,3 155,9
полетіти,діє. д.в.,3 154,9
існування,ім.,3 153,9
розглядати,діє. н.в.,3 153,9
суворий,прикм.,3 149,9
молодший,прикм.,3 146,9
вибух,ім.,3 144,9
боротися,діє. н.в.,3 144,9
відчинити,діє. д.в.,3 143,9
га,вигук,3 142,9
гармата,ім.,3 141,9
вельми,присл.,3 138,9
сцена,ім.,3 137,9
дозволяти,діє. н.в.,3 136,9
замок,ім.,3 133,9
колесо,ім.,3 133,9
вискочити,діє. д.в.,3 132,9
інтерес,ім.,3 128,9
число,ім.,3 125,9
їздити,діє. н.в.,3 122,9
подавати,діє. н.в.,3 118,9
молоко,ім.,3 117,9
недавно,присл.,3 114,9
відтак,присл.,3 112,9
швидкість,ім.,3 111,9
поцілувати,діє. д.в.,3 106,9
дзеркало,ім.,3 102,9
пробувати,діє. н.в.,3 100,9
ніщо,займ.,3 092,9
хвороба,ім.,3 091,9
рішуче,присл.,3 085,9
розділ,ім.,3 084,9
рано,присл.,3 080,9
вирватися,діє. д.в.,3 080,9
порожній,прикм.,3 079,9
каміння,ім.,3 077,9
центральний,прикм.,3 077,9
сумний,прикм.,3 077,9
однаково,присл.,3 076,9
щоправда,спол.,3 072,9
сподобатися,діє. д.в.,3 071,9
монастир,ім.,3 071,9
багатий,прикм.,3 070,9
живіт,ім.,3 070,9
парубок,ім.,3 068,9
ніжний,прикм.,3 064,9
ступити,діє. д.в.,3 064,9
значно,присл.,3 059,9
